Комиссия,УИК,"Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования",Число погашенных избирательных бюллетеней,"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования",Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Амосов Михаил Иванович,Амосов Михаил Иванович %,Беглов Александр Дмитриевич,Беглов Александр Дмитриевич %,Тихонова Надежда Геннадьевна,Тихонова Надежда Геннадьевна %
Территориальная избирательная комиссия №18,УИК №1639,1086,850,657,4,189,4,646,9,641,0,0,91,14.00,494,76.00,56,8.62
Территориальная избирательная комиссия №18,УИК №1640,1694,1000,989,7,4,7,989,16,980,0,0,119,11.95,806,80.92,55,5.52
Территориальная избирательная комиссия №18,УИК №1641,1876,1300,1195,4,101,4,1195,27,1172,0,0,155,12.93,947,78.98,70,5.84
Территориальная избирательная комиссия №18,УИК №1642,961,850,715,1,134,1,715,7,709,0,0,60,8.38,617,86.17,32,4.47
Территориальная избирательная комиссия №18,УИК №1643,2171,1500,992,10,498,10,969,26,953,0,0,147,15.02,693,70.79,113,11.54
Территориальная избирательная комиссия №18,УИК №1644,1674,1200,1121,12,67,12,1121,23,1110,0,0,101,8.91,913,80.58,96,8.47
Территориальная избирательная комиссия №18,УИК №1645,1372,1000,353,3,644,3,353,35,321,0,0,89,25.00,187,52.53,45,12.64
Территориальная избирательная комиссия №18,УИК №1646,1787,1300,1070,5,225,5,1069,17,1057,0,0,92,8.57,905,84.26,60,5.59
Территориальная избирательная комиссия №18,УИК №1647,2535,1800,1717,22,61,22,1717,27,1712,0,0,160,9.20,1460,83.96,92,5.29
Территориальная избирательная комиссия №18,УИК №1648,1185,1000,795,5,200,5,795,8,792,0,0,84,10.50,667,83.38,41,5.13
Территориальная избирательная комиссия №18,УИК №1649,1393,1000,923,1,76,1,806,19,788,0,0,103,12.76,606,75.09,79,9.79
Территориальная избирательная комиссия №18,УИК №1650,1463,1100,842,6,252,6,842,66,782,0,0,99,11.67,548,64.62,135,15.92
Территориальная избирательная комиссия №18,УИК №1651,1679,1600,915,8,677,8,913,27,894,0,0,122,13.25,687,74.59,85,9.23
Территориальная избирательная комиссия №18,УИК №1652,1154,800,287,11,502,11,287,8,290,0,0,65,21.81,168,56.38,57,19.13
Территориальная избирательная комиссия №18,УИК №1653,2539,1700,1639,55,6,55,1639,27,1667,0,0,154,9.09,1385,81.76,128,7.56
Территориальная избирательная комиссия №18,УИК №1654,2426,1700,1380,84,236,84,1380,2,1462,0,0,161,10.99,1215,82.99,86,5.87
Территориальная избирательная комиссия №18,УИК №1655,1518,1250,1144,3,103,3,1144,48,1099,0,0,116,10.11,782,68.18,201,17.52
Территориальная избирательная комиссия №18,УИК №1656,2507,1800,1503,9,288,9,1503,3,1509,0,0,114,7.54,1289,85.25,106,7.01
Территориальная избирательная комиссия №18,УИК №1657,2474,1800,1133,14,653,14,1109,71,1052,0,0,161,14.34,768,68.39,123,10.95
Территориальная избирательная комиссия №18,УИК №1658,2460,1700,856,50,794,50,856,22,884,0,0,101,11.15,700,77.26,83,9.16
Территориальная избирательная комиссия №18,УИК №1659,2449,1600,1009,238,353,238,999,24,1213,0,0,108,8.73,1016,82.13,89,7.19
Территориальная избирательная комиссия №18,УИК №1660,2167,1500,1126,78,296,78,1121,0,1199,0,0,146,12.18,962,80.23,91,7.59
Территориальная избирательная комиссия №18,УИК №1661,2166,1500,1132,45,323,45,1127,44,1128,0,0,181,15.44,774,66.04,173,14.76
Территориальная избирательная комиссия №18,УИК №1662,2347,1700,1239,12,449,12,1239,30,1221,0,0,96,7.67,1024,81.85,101,8.07
Территориальная избирательная комиссия №18,УИК №1663,1046,800,630,4,166,4,622,13,613,0,0,74,11.82,463,73.96,76,12.14
Территориальная избирательная комиссия №18,УИК №1664,1925,1300,970,60,270,60,970,15,1015,0,0,90,8.74,833,80.87,92,8.93
Территориальная избирательная комиссия №18,УИК №1665,183,183,122,61,0,61,122,4,179,0,0,18,9.84,129,70.49,32,17.49
Территориальная избирательная комиссия №18,УИК №1667,128,126,7,119,0,119,7,1,125,0,0,17,13.49,91,72.22,17,13.49
Территориальная избирательная комиссия №19,УИК №1279,2442,2000,479,7,1514,7,479,14,472,0,0,133,27.37,226,46.50,113,23.25
Территориальная избирательная комиссия №19,УИК №1280,2437,2000,1097,7,896,7,1097,0,1104,0,0,110,9.96,828,75.00,166,15.04
Территориальная избирательная комиссия №19,УИК №1281,3073,2500,569,8,1923,8,568,12,564,0,0,161,27.95,260,45.14,143,24.83
Территориальная избирательная комиссия №19,УИК №1282,2354,2000,633,9,1358,9,633,22,620,0,0,189,29.44,293,45.64,138,21.50
Территориальная избирательная комиссия №19,УИК №1283,1342,1000,262,7,731,7,262,11,258,0,0,66,24.54,134,49.81,58,21.56
Территориальная избирательная комиссия №19,УИК №1284,1840,1500,330,8,1162,8,330,15,323,0,0,76,22.49,181,53.55,66,19.53
Территориальная избирательная комиссия №19,УИК №1285,1540,1500,311,6,1183,6,311,14,303,0,0,52,16.40,168,52.99,83,26.18
Территориальная избирательная комиссия №19,УИК №1286,1253,1000,330,4,666,4,329,15,318,0,0,77,23.12,183,54.95,58,17.42
Территориальная избирательная комиссия №19,УИК №1287,1127,1000,305,13,682,13,304,6,311,0,0,83,26.18,167,52.68,61,19.24
Территориальная избирательная комиссия №19,УИК №1288,1143,1000,265,12,723,12,265,10,267,0,0,74,26.71,145,52.35,48,17.33
Территориальная избирательная комиссия №19,УИК №1289,1116,1000,255,11,734,11,255,13,253,0,0,78,29.32,128,48.12,47,17.67
Территориальная избирательная комиссия №19,УИК №1290,2124,2000,449,6,1545,6,445,15,436,0,0,107,23.73,246,54.55,83,18.40
Территориальная избирательная комиссия №19,УИК №1291,1115,1000,246,5,749,5,246,6,245,0,0,75,29.88,131,52.19,39,15.54
Территориальная избирательная комиссия №19,УИК №1292,1398,1000,330,11,659,11,330,5,336,0,0,89,26.10,191,56.01,56,16.42
Территориальная избирательная комиссия №19,УИК №1293,1185,1000,333,4,662,4,333,8,329,1,0,99,29.38,164,48.66,66,19.58
Территориальная избирательная комиссия №19,УИК №1294,2055,2000,517,7,1476,7,510,11,506,0,0,142,27.47,287,55.51,77,14.89
Территориальная избирательная комиссия №19,УИК №1295,1291,1000,321,21,658,21,321,11,331,0,0,92,26.90,183,53.51,56,16.37
Территориальная избирательная комиссия №19,УИК №1296,1523,1200,438,7,755,7,438,11,434,0,0,113,25.39,246,55.28,75,16.85
Территориальная избирательная комиссия №19,УИК №1297,1548,1500,463,8,1029,8,460,24,444,0,0,136,29.06,233,49.79,75,16.03
Территориальная избирательная комиссия №19,УИК №1298,2221,2000,470,6,1524,6,459,8,457,0,0,130,27.96,222,47.74,105,22.58
Территориальная избирательная комиссия №19,УИК №1299,1567,1500,343,9,1148,9,342,14,337,0,0,102,29.06,161,45.87,74,21.08
Территориальная избирательная комиссия №19,УИК №1300,2364,2000,942,24,1034,24,940,4,960,0,0,164,17.01,703,72.93,93,9.65
Территориальная избирательная комиссия №19,УИК №1301,2250,2000,961,18,1021,18,958,4,972,0,0,170,17.42,695,71.21,107,10.96
Территориальная избирательная комиссия №19,УИК №1302,2513,2500,1051,31,1418,31,1047,7,1071,0,0,186,17.25,770,71.43,115,10.67
Территориальная избирательная комиссия №19,УИК №1303,2351,2000,842,19,1139,19,840,10,849,0,0,120,13.97,589,68.57,140,16.30
Территориальная избирательная комиссия №19,УИК №1304,1270,1000,545,27,428,27,542,3,566,0,0,98,17.22,388,68.19,80,14.06
Территориальная избирательная комиссия №19,УИК №1305,1476,1200,607,44,549,44,604,2,646,0,0,108,16.67,431,66.51,107,16.51
Территориальная избирательная комиссия №19,УИК №1306,1528,1500,598,73,829,73,591,5,659,0,0,134,20.18,451,67.92,74,11.14
Территориальная избирательная комиссия №19,УИК №1307,2452,2000,870,85,1045,85,867,12,940,0,0,124,13.03,671,70.48,145,15.23
Территориальная избирательная комиссия №19,УИК №1308,2151,2000,520,17,1463,17,517,35,499,0,0,106,19.85,304,56.93,89,16.67
Территориальная избирательная комиссия №19,УИК №1309,2330,2000,1111,54,835,54,1108,4,1158,0,0,70,6.02,1031,88.73,57,4.91
Территориальная избирательная комиссия №19,УИК №1310,1276,1000,523,41,436,41,520,3,558,0,0,90,16.04,385,68.63,83,14.80
Территориальная избирательная комиссия №19,УИК №1311,1331,1000,721,38,241,38,719,2,755,0,0,92,12.15,591,78.07,72,9.51
Территориальная избирательная комиссия №19,УИК №1312,1430,1200,548,32,620,32,544,3,573,0,0,102,17.71,402,69.79,69,11.98
Территориальная избирательная комиссия №19,УИК №1313,2030,2000,881,26,1093,26,876,4,898,0,0,128,14.19,623,69.07,147,16.30
Территориальная избирательная комиссия №19,УИК №1314,1680,1500,682,43,775,43,680,1,722,0,0,111,15.35,492,68.05,119,16.46
Территориальная избирательная комиссия №19,УИК №1315,1314,1000,508,36,456,36,506,2,540,0,0,79,14.58,381,70.30,80,14.76
Территориальная избирательная комиссия №19,УИК №1316,2352,2000,874,63,1063,63,872,3,932,0,0,101,10.80,673,71.98,158,16.90
Территориальная избирательная комиссия №19,УИК №1317,2083,2000,863,35,1102,35,859,2,892,0,0,120,13.42,614,68.68,158,17.67
Территориальная избирательная комиссия №19,УИК №1318,1912,1500,824,21,655,21,823,3,841,0,0,141,16.71,586,69.43,114,13.51
Территориальная избирательная комиссия №19,УИК №1319,2365,2000,883,50,1067,50,881,4,927,0,0,120,12.89,652,70.03,155,16.65
